site_code,year,night_n,visit,date,night,prcp,tmax,tmin,tavg,J_date
C10-S3,2017,1,9,NA,NA,NA,NA,NA,NA,NA
C10-S3,2017,2,10,NA,NA,NA,NA,NA,NA,NA
C10-S3,2017,3,11,NA,NA,NA,NA,NA,NA,NA
C10-S3,2017,4,12,NA,NA,NA,NA,NA,NA,NA
C10-S3,2018,1,13,NA,NA,NA,NA,NA,NA,NA
C10-S3,2018,2,14,NA,NA,NA,NA,NA,NA,NA
C10-S3,2018,3,15,NA,NA,NA,NA,NA,NA,NA
C10-S3,2018,4,16,NA,NA,NA,NA,NA,NA,NA
C10-S3,2019,1,17,NA,NA,NA,NA,NA,NA,NA
C10-S3,2019,2,18,NA,NA,NA,NA,NA,NA,NA
C10-S3,2019,3,19,NA,NA,NA,NA,NA,NA,NA
C10-S3,2019,4,20,NA,NA,NA,NA,NA,NA,NA
C10-S3,2020,1,21,NA,NA,NA,NA,NA,NA,NA
C10-S3,2020,2,22,NA,NA,NA,NA,NA,NA,NA
C10-S3,2020,3,23,NA,NA,NA,NA,NA,NA,NA
C10-S3,2020,4,24,NA,NA,NA,NA,NA,NA,NA
C10-S3,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C10-S3,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C10-S3,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C10-S3,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C12-S2,2015,1,1,2015-06-12,night1,0,35,21.7,28.35,163
C12-S2,2015,2,2,2015-06-13,night2,0,35,23.3,29.15,164
C12-S2,2015,3,3,2015-06-14,night3,0,35.6,21.7,28.65,165
C12-S2,2015,4,4,2015-06-15,night4,0,37.8,23.9,30.849999999999998,166
C12-S2,2016,1,5,NA,NA,NA,NA,NA,NA,NA
C12-S2,2016,2,6,NA,NA,NA,NA,NA,NA,NA
C12-S2,2016,3,7,NA,NA,NA,NA,NA,NA,NA
C12-S2,2016,4,8,NA,NA,NA,NA,NA,NA,NA
C12-S2,2017,1,9,NA,NA,NA,NA,NA,NA,NA
C12-S2,2017,2,10,NA,NA,NA,NA,NA,NA,NA
C12-S2,2017,3,11,NA,NA,NA,NA,NA,NA,NA
C12-S2,2017,4,12,NA,NA,NA,NA,NA,NA,NA
C12-S2,2018,1,13,NA,NA,NA,NA,NA,NA,NA
C12-S2,2018,2,14,NA,NA,NA,NA,NA,NA,NA
C12-S2,2018,3,15,NA,NA,NA,NA,NA,NA,NA
C12-S2,2018,4,16,NA,NA,NA,NA,NA,NA,NA
C12-S2,2019,1,17,NA,NA,NA,NA,NA,NA,NA
C12-S2,2019,2,18,NA,NA,NA,NA,NA,NA,NA
C12-S2,2019,3,19,NA,NA,NA,NA,NA,NA,NA
C12-S2,2019,4,20,NA,NA,NA,NA,NA,NA,NA
C12-S2,2020,1,21,NA,NA,NA,NA,NA,NA,NA
C12-S2,2020,2,22,NA,NA,NA,NA,NA,NA,NA
C12-S2,2020,3,23,NA,NA,NA,NA,NA,NA,NA
C12-S2,2020,4,24,NA,NA,NA,NA,NA,NA,NA
C12-S2,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C12-S2,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C12-S2,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C12-S2,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C12-S3,2015,1,1,NA,NA,NA,NA,NA,NA,NA
C12-S3,2015,2,2,NA,NA,NA,NA,NA,NA,NA
C12-S3,2015,3,3,NA,NA,NA,NA,NA,NA,NA
C12-S3,2015,4,4,NA,NA,NA,NA,NA,NA,NA
C12-S3,2016,1,5,2016-06-09,night1,0,26.1,11.7,18.9,161
C12-S3,2016,2,6,2016-06-10,night2,0,26.7,13.9,20.3,162
C12-S3,2016,3,7,2016-06-11,night3,0,28.3,16.7,22.5,163
C12-S3,2016,4,8,2016-06-12,night4,0,32.8,22.8,27.799999999999997,164
C12-S3,2017,1,9,2017-06-10,night1,NA,NA,NA,NA,161
C12-S3,2017,2,10,2017-06-11,night2,0,28.9,19.4,24.15,162
C12-S3,2017,3,11,2017-06-12,night3,0,31.1,18.3,24.700000000000003,163
C12-S3,2017,4,12,2017-06-13,night4,0,30.6,18.9,24.75,164
C12-S3,2018,1,13,2018-06-09,night1,0,31.1,18.3,24.700000000000003,160
C12-S3,2018,2,14,2018-06-10,night2,0,31.1,18.9,25,161
C12-S3,2018,3,15,2018-06-11,night3,2.5,31.1,20,25.55,162
C12-S3,2018,4,16,2018-06-12,night4,2.8,30.6,16.7,23.65,163
C12-S3,2019,1,17,2019-05-29,night1,0,35,19.4,27.2,149
C12-S3,2019,2,18,2019-05-30,night2,0,35,18.3,26.65,150
C12-S3,2019,3,19,2019-05-31,night3,0,35.6,20.6,28.1,151
C12-S3,2019,4,20,2019-06-01,night4,10.7,35.6,16.7,26.15,152
C12-S3,2020,1,21,2020-06-05,night1,1,33.9,23.3,28.6,157
C12-S3,2020,2,22,2020-06-06,night2,10.7,31.7,23.9,27.799999999999997,158
C12-S3,2020,3,23,2020-06-07,night3,0,33.3,24.4,28.849999999999998,159
C12-S3,2020,4,24,2020-06-08,night4,0,32.8,20.6,26.7,160
C12-S3,2021,1,25,2021-06-01,night1,0,24.4,12.8,18.6,152
C12-S3,2021,2,26,2021-06-02,night2,0,27.8,14.4,21.1,153
C12-S3,2021,3,27,2021-06-03,night3,29.2,26.7,17.8,22.25,154
C12-S3,2021,4,28,2021-06-04,night4,7.1,26.1,22.2,24.15,155
C12-S4,2015,1,1,NA,NA,NA,NA,NA,NA,NA
C12-S4,2015,2,2,NA,NA,NA,NA,NA,NA,NA
C12-S4,2015,3,3,NA,NA,NA,NA,NA,NA,NA
C12-S4,2015,4,4,NA,NA,NA,NA,NA,NA,NA
C12-S4,2016,1,5,2016-06-09,night1,0,26.1,11.7,18.9,161
C12-S4,2016,2,6,2016-06-10,night2,0,26.7,13.9,20.3,162
C12-S4,2016,3,7,2016-06-11,night3,0,28.3,16.7,22.5,163
C12-S4,2016,4,8,2016-06-12,night4,0,32.8,22.8,27.799999999999997,164
C12-S4,2017,1,9,2017-06-10,night1,NA,NA,NA,NA,161
C12-S4,2017,2,10,2017-06-11,night2,0,28.9,19.4,24.15,162
C12-S4,2017,3,11,2017-06-12,night3,0,31.1,18.3,24.700000000000003,163
C12-S4,2017,4,12,2017-06-13,night4,0,30.6,18.9,24.75,164
C12-S4,2018,1,13,NA,NA,NA,NA,NA,NA,NA
C12-S4,2018,2,14,NA,NA,NA,NA,NA,NA,NA
C12-S4,2018,3,15,NA,NA,NA,NA,NA,NA,NA
C12-S4,2018,4,16,NA,NA,NA,NA,NA,NA,NA
C12-S4,2019,1,17,NA,NA,NA,NA,NA,NA,NA
C12-S4,2019,2,18,NA,NA,NA,NA,NA,NA,NA
C12-S4,2019,3,19,NA,NA,NA,NA,NA,NA,NA
C12-S4,2019,4,20,NA,NA,NA,NA,NA,NA,NA
C12-S4,2020,1,21,NA,NA,NA,NA,NA,NA,NA
C12-S4,2020,2,22,NA,NA,NA,NA,NA,NA,NA
C12-S4,2020,3,23,NA,NA,NA,NA,NA,NA,NA
C12-S4,2020,4,24,NA,NA,NA,NA,NA,NA,NA
C12-S4,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C12-S4,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C12-S4,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C12-S4,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C12-S5,2015,1,1,NA,NA,NA,NA,NA,NA,NA
C12-S5,2015,2,2,NA,NA,NA,NA,NA,NA,NA
C12-S5,2015,3,3,NA,NA,NA,NA,NA,NA,NA
C12-S5,2015,4,4,NA,NA,NA,NA,NA,NA,NA
C12-S5,2016,1,5,2016-06-09,night1,0,26.1,11.7,18.9,161
C12-S5,2016,2,6,2016-06-10,night2,0,26.7,13.9,20.3,162
C12-S5,2016,3,7,2016-06-11,night3,0,28.3,16.7,22.5,163
C12-S5,2016,4,8,2016-06-12,night4,0,32.8,22.8,27.799999999999997,164
C12-S5,2017,1,9,2017-06-10,night1,NA,NA,NA,NA,161
C12-S5,2017,2,10,2017-06-11,night2,0,28.9,19.4,24.15,162
C12-S5,2017,3,11,2017-06-12,night3,0,31.1,18.3,24.700000000000003,163
C12-S5,2017,4,12,2017-06-13,night4,0,30.6,18.9,24.75,164
C12-S5,2018,1,13,2018-06-09,night1,0,31.1,18.3,24.700000000000003,160
C12-S5,2018,2,14,2018-06-10,night2,0,31.1,18.9,25,161
C12-S5,2018,3,15,2018-06-11,night3,2.5,31.1,20,25.55,162
C12-S5,2018,4,16,2018-06-12,night4,2.8,30.6,16.7,23.65,163
C12-S5,2019,1,17,2019-05-29,night1,0,35,19.4,27.2,149
C12-S5,2019,2,18,2019-05-30,night2,0,35,18.3,26.65,150
C12-S5,2019,3,19,2019-05-31,night3,0,35.6,20.6,28.1,151
C12-S5,2019,4,20,2019-06-01,night4,10.7,35.6,16.7,26.15,152
C12-S5,2020,1,21,2020-06-05,night1,1,33.9,23.3,28.6,157
C12-S5,2020,2,22,2020-06-06,night2,10.7,31.7,23.9,27.799999999999997,158
C12-S5,2020,3,23,2020-06-07,night3,0,33.3,24.4,28.849999999999998,159
C12-S5,2020,4,24,2020-06-08,night4,0,32.8,20.6,26.7,160
C12-S5,2021,1,25,2021-06-01,night1,0,24.4,12.8,18.6,152
C12-S5,2021,2,26,2021-06-02,night2,0,27.8,14.4,21.1,153
C12-S5,2021,3,27,2021-06-03,night3,29.2,26.7,17.8,22.25,154
C12-S5,2021,4,28,2021-06-04,night4,7.1,26.1,22.2,24.15,155
C12-S6,2015,1,1,NA,NA,NA,NA,NA,NA,NA
C12-S6,2015,2,2,NA,NA,NA,NA,NA,NA,NA
C12-S6,2015,3,3,NA,NA,NA,NA,NA,NA,NA
C12-S6,2015,4,4,NA,NA,NA,NA,NA,NA,NA
C12-S6,2016,1,5,NA,NA,NA,NA,NA,NA,NA
C12-S6,2016,2,6,NA,NA,NA,NA,NA,NA,NA
C12-S6,2016,3,7,NA,NA,NA,NA,NA,NA,NA
C12-S6,2016,4,8,NA,NA,NA,NA,NA,NA,NA
C12-S6,2017,1,9,NA,NA,NA,NA,NA,NA,NA
C12-S6,2017,2,10,NA,NA,NA,NA,NA,NA,NA
C12-S6,2017,3,11,NA,NA,NA,NA,NA,NA,NA
C12-S6,2017,4,12,NA,NA,NA,NA,NA,NA,NA
C12-S6,2018,1,13,2018-06-09,night1,0,31.1,18.3,24.700000000000003,160
C12-S6,2018,2,14,2018-06-10,night2,0,31.1,18.9,25,161
C12-S6,2018,3,15,2018-06-11,night3,2.5,31.1,20,25.55,162
C12-S6,2018,4,16,2018-06-12,night4,2.8,30.6,16.7,23.65,163
C12-S6,2019,1,17,2019-05-29,night1,0,35,19.4,27.2,149
C12-S6,2019,2,18,2019-05-30,night2,0,35,18.3,26.65,150
C12-S6,2019,3,19,2019-05-31,night3,0,35.6,20.6,28.1,151
C12-S6,2019,4,20,2019-06-01,night4,10.7,35.6,16.7,26.15,152
C12-S6,2020,1,21,2020-06-05,night1,1,33.9,23.3,28.6,157
C12-S6,2020,2,22,2020-06-06,night2,10.7,31.7,23.9,27.799999999999997,158
C12-S6,2020,3,23,2020-06-07,night3,0,33.3,24.4,28.849999999999998,159
C12-S6,2020,4,24,2020-06-08,night4,0,32.8,20.6,26.7,160
C12-S6,2021,1,25,2021-06-01,night1,0,24.4,12.8,18.6,152
C12-S6,2021,2,26,2021-06-02,night2,0,27.8,14.4,21.1,153
C12-S6,2021,3,27,2021-06-03,night3,29.2,26.7,17.8,22.25,154
C12-S6,2021,4,28,2021-06-04,night4,7.1,26.1,22.2,24.15,155
C13-S1,2015,1,1,NA,NA,NA,NA,NA,NA,NA
C13-S1,2015,2,2,NA,NA,NA,NA,NA,NA,NA
C13-S1,2015,3,3,NA,NA,NA,NA,NA,NA,NA
C13-S1,2015,4,4,NA,NA,NA,NA,NA,NA,NA
C13-S1,2016,1,5,2016-07-08,night1,0,34.4,21.7,28.049999999999997,190
C13-S1,2016,2,6,2016-07-09,night2,15.2,34.4,21.1,27.75,191
C13-S1,2016,3,7,2016-07-10,night3,0,33.3,21.7,27.5,192
C13-S1,2016,4,8,2016-07-11,night4,22.9,34.4,21.1,27.75,193
C13-S1,2017,1,9,2017-07-06,night1,0,33.3,21.7,27.5,187
C13-S1,2017,2,10,2017-07-07,night2,0,33.3,21.7,27.5,188
C13-S1,2017,3,11,2017-07-08,night3,0,34.4,23.3,28.85,189
C13-S1,2017,4,12,2017-07-09,night4,0,33.9,23.3,28.6,190
C13-S1,2018,1,13,2018-07-07,night1,0,31.1,21.7,26.4,188
C13-S1,2018,2,14,2018-07-08,night2,35.6,33.3,21.1,27.2,189
C13-S1,2018,3,15,2018-07-09,night3,0,28.3,18.3,23.3,190
C13-S1,2018,4,16,2018-07-10,night4,0,29.4,15,22.2,191
C13-S1,2019,1,17,2019-07-12,night1,2,32.8,22.2,27.5,193
C13-S1,2019,2,18,2019-07-13,night2,0,31.1,23.9,27.5,194
C13-S1,2019,3,19,2019-07-14,night3,14.7,32.8,21.1,26.95,195
C13-S1,2019,4,20,2019-07-15,night4,0,33.3,21.1,27.2,196
C13-S1,2020,1,21,2020-08-04,night1,96.5,28.3,20.6,24.450000000000003,217
C13-S1,2020,2,22,2020-08-05,night2,0,31.7,20.6,26.15,218
C13-S1,2020,3,23,2020-08-06,night3,7.6,31.7,20.6,26.15,219
C13-S1,2020,4,24,2020-08-07,night4,3.3,28.9,21.7,25.299999999999997,220
C13-S1,2021,1,25,2021-07-23,night1,NA,NA,NA,NA,204
C13-S1,2021,2,26,2021-07-24,night2,NA,NA,NA,NA,205
C13-S1,2021,3,27,2021-07-25,night3,NA,NA,NA,NA,206
C13-S1,2021,4,28,2021-07-26,night4,NA,NA,NA,NA,207
C13-S2,2015,1,1,2015-07-09,night1,1.3,33.3,22.2,27.75,190
C13-S2,2015,2,2,2015-07-10,night2,0,34.4,22.2,28.299999999999997,191
C13-S2,2015,3,3,2015-07-11,night3,0,35.6,23.3,29.450000000000003,192
C13-S2,2015,4,4,2015-07-12,night4,0,35,21.1,28.05,193
C13-S2,2016,1,5,2016-07-08,night1,0,34.4,21.7,28.049999999999997,190
C13-S2,2016,2,6,2016-07-09,night2,15.2,34.4,21.1,27.75,191
C13-S2,2016,3,7,2016-07-10,night3,0,33.3,21.7,27.5,192
C13-S2,2016,4,8,2016-07-11,night4,22.9,34.4,21.1,27.75,193
C13-S2,2017,1,9,2017-07-06,night1,0,33.3,21.7,27.5,187
C13-S2,2017,2,10,2017-07-07,night2,0,33.3,21.7,27.5,188
C13-S2,2017,3,11,2017-07-08,night3,0,34.4,23.3,28.85,189
C13-S2,2017,4,12,2017-07-09,night4,0,33.9,23.3,28.6,190
C13-S2,2018,1,13,2018-07-07,night1,0,31.1,21.7,26.4,188
C13-S2,2018,2,14,2018-07-08,night2,35.6,33.3,21.1,27.2,189
C13-S2,2018,3,15,2018-07-09,night3,0,28.3,18.3,23.3,190
C13-S2,2018,4,16,2018-07-10,night4,0,29.4,15,22.2,191
C13-S2,2019,1,17,2019-07-12,night1,2,32.8,22.2,27.5,193
C13-S2,2019,2,18,2019-07-13,night2,0,31.1,23.9,27.5,194
C13-S2,2019,3,19,2019-07-14,night3,14.7,32.8,21.1,26.95,195
C13-S2,2019,4,20,2019-07-15,night4,0,33.3,21.1,27.2,196
C13-S2,2020,1,21,2020-08-04,night1,96.5,28.3,20.6,24.450000000000003,217
C13-S2,2020,2,22,2020-08-05,night2,0,31.7,20.6,26.15,218
C13-S2,2020,3,23,2020-08-06,night3,7.6,31.7,20.6,26.15,219
C13-S2,2020,4,24,2020-08-07,night4,3.3,28.9,21.7,25.299999999999997,220
C13-S2,2021,1,25,2021-07-23,night1,NA,NA,NA,NA,204
C13-S2,2021,2,26,2021-07-24,night2,NA,NA,NA,NA,205
C13-S2,2021,3,27,2021-07-25,night3,NA,NA,NA,NA,206
C13-S2,2021,4,28,2021-07-26,night4,NA,NA,NA,NA,207
C13-S3,2015,1,1,2015-07-09,night1,1.3,33.3,22.2,27.75,190
C13-S3,2015,2,2,2015-07-10,night2,0,34.4,22.2,28.299999999999997,191
C13-S3,2015,3,3,2015-07-11,night3,0,35.6,23.3,29.450000000000003,192
C13-S3,2015,4,4,2015-07-12,night4,0,35,21.1,28.05,193
C13-S3,2016,1,5,NA,NA,NA,NA,NA,NA,NA
C13-S3,2016,2,6,NA,NA,NA,NA,NA,NA,NA
C13-S3,2016,3,7,NA,NA,NA,NA,NA,NA,NA
C13-S3,2016,4,8,NA,NA,NA,NA,NA,NA,NA
C13-S3,2017,1,9,NA,NA,NA,NA,NA,NA,NA
C13-S3,2017,2,10,NA,NA,NA,NA,NA,NA,NA
C13-S3,2017,3,11,NA,NA,NA,NA,NA,NA,NA
C13-S3,2017,4,12,NA,NA,NA,NA,NA,NA,NA
C13-S3,2018,1,13,NA,NA,NA,NA,NA,NA,NA
C13-S3,2018,2,14,NA,NA,NA,NA,NA,NA,NA
C13-S3,2018,3,15,NA,NA,NA,NA,NA,NA,NA
C13-S3,2018,4,16,NA,NA,NA,NA,NA,NA,NA
C13-S3,2019,1,17,NA,NA,NA,NA,NA,NA,NA
C13-S3,2019,2,18,NA,NA,NA,NA,NA,NA,NA
C13-S3,2019,3,19,NA,NA,NA,NA,NA,NA,NA
C13-S3,2019,4,20,NA,NA,NA,NA,NA,NA,NA
C13-S3,2020,1,21,NA,NA,NA,NA,NA,NA,NA
C13-S3,2020,2,22,NA,NA,NA,NA,NA,NA,NA
C13-S3,2020,3,23,NA,NA,NA,NA,NA,NA,NA
C13-S3,2020,4,24,NA,NA,NA,NA,NA,NA,NA
C13-S3,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C13-S3,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C13-S3,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C13-S3,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C13-S4,2015,1,1,NA,NA,NA,NA,NA,NA,NA
C13-S4,2015,2,2,NA,NA,NA,NA,NA,NA,NA
C13-S4,2015,3,3,NA,NA,NA,NA,NA,NA,NA
C13-S4,2015,4,4,NA,NA,NA,NA,NA,NA,NA
C13-S4,2016,1,5,NA,NA,NA,NA,NA,NA,NA
C13-S4,2016,2,6,NA,NA,NA,NA,NA,NA,NA
C13-S4,2016,3,7,NA,NA,NA,NA,NA,NA,NA
C13-S4,2016,4,8,NA,NA,NA,NA,NA,NA,NA
C13-S4,2017,1,9,NA,NA,NA,NA,NA,NA,NA
C13-S4,2017,2,10,NA,NA,NA,NA,NA,NA,NA
C13-S4,2017,3,11,NA,NA,NA,NA,NA,NA,NA
C13-S4,2017,4,12,NA,NA,NA,NA,NA,NA,NA
C13-S4,2018,1,13,2018-07-07,night1,0,32.8,21.1,26.95,188
C13-S4,2018,2,14,2018-07-08,night2,0,28.9,18.9,23.9,189
C13-S4,2018,3,15,2018-07-09,night3,0,28.9,16.1,22.5,190
C13-S4,2018,4,16,2018-07-10,night4,0,30,13.9,21.95,191
C13-S4,2019,1,17,NA,NA,NA,NA,NA,NA,NA
C13-S4,2019,2,18,NA,NA,NA,NA,NA,NA,NA
C13-S4,2019,3,19,NA,NA,NA,NA,NA,NA,NA
C13-S4,2019,4,20,NA,NA,NA,NA,NA,NA,NA
C13-S4,2020,1,21,NA,NA,NA,NA,NA,NA,NA
C13-S4,2020,2,22,NA,NA,NA,NA,NA,NA,NA
C13-S4,2020,3,23,NA,NA,NA,NA,NA,NA,NA
C13-S4,2020,4,24,NA,NA,NA,NA,NA,NA,NA
C13-S4,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C13-S4,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C13-S4,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C13-S4,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C14-S1,2015,1,1,2015-06-01,night1,0,30,22.2,26.1,152
C14-S1,2015,2,2,2015-06-02,night2,5.3,29.4,21.1,25.25,153
C14-S1,2015,3,3,2015-06-03,night3,11.4,22.8,18.3,20.55,154
C14-S1,2015,4,4,2015-06-04,night4,11.9,26.7,18.9,22.799999999999997,155
C14-S1,2016,1,5,2016-06-01,night1,0.3,26.7,20,23.35,153
C14-S1,2016,2,6,2016-06-02,night2,0,27.2,21.1,24.15,154
C14-S1,2016,3,7,2016-06-03,night3,1.3,29.4,18.9,24.15,155
C14-S1,2016,4,8,2016-06-04,night4,47.5,29.4,21.7,25.549999999999997,156
C14-S1,2017,1,9,2017-06-01,night1,0,28.9,20.6,24.75,152
C14-S1,2017,2,10,2017-06-02,night2,0,30,20,25,153
C14-S1,2017,3,11,2017-06-03,night3,0,30.6,15.6,23.1,154
C14-S1,2017,4,12,2017-06-04,night4,0,32.2,16.7,24.450000000000003,155
C14-S1,2018,1,13,2018-06-01,night1,0,30.6,22.8,26.700000000000003,152
C14-S1,2018,2,14,2018-06-02,night2,0,31.1,21.7,26.4,153
C14-S1,2018,3,15,2018-06-03,night3,10.7,28.9,22.2,25.549999999999997,154
C14-S1,2018,4,16,2018-06-04,night4,0,28.3,16.1,22.200000000000003,155
C14-S1,2019,1,17,2019-06-07,night1,11.4,28.3,22.2,25.25,158
C14-S1,2019,2,18,2019-06-08,night2,0,25.6,21.7,23.65,159
C14-S1,2019,3,19,2019-06-09,night3,10.2,28.9,21.1,25,160
C14-S1,2019,4,20,2019-06-10,night4,3.3,28.3,23.3,25.8,161
C14-S1,2020,1,21,NA,NA,NA,NA,NA,NA,NA
C14-S1,2020,2,22,NA,NA,NA,NA,NA,NA,NA
C14-S1,2020,3,23,NA,NA,NA,NA,NA,NA,NA
C14-S1,2020,4,24,NA,NA,NA,NA,NA,NA,NA
C14-S1,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C14-S1,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C14-S1,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C14-S1,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C14-S2,2015,1,1,2015-06-01,night1,0,30,22.2,26.1,152
C14-S2,2015,2,2,2015-06-02,night2,5.3,29.4,21.1,25.25,153
C14-S2,2015,3,3,2015-06-03,night3,11.4,22.8,18.3,20.55,154
C14-S2,2015,4,4,2015-06-04,night4,11.9,26.7,18.9,22.799999999999997,155
C14-S2,2016,1,5,2016-06-01,night1,0.3,26.7,20,23.35,153
C14-S2,2016,2,6,2016-06-02,night2,0,27.2,21.1,24.15,154
C14-S2,2016,3,7,2016-06-03,night3,1.3,29.4,18.9,24.15,155
C14-S2,2016,4,8,2016-06-04,night4,47.5,29.4,21.7,25.549999999999997,156
C14-S2,2017,1,9,2017-06-01,night1,0,28.9,20.6,24.75,152
C14-S2,2017,2,10,2017-06-02,night2,0,30,20,25,153
C14-S2,2017,3,11,2017-06-03,night3,0,30.6,15.6,23.1,154
C14-S2,2017,4,12,2017-06-04,night4,0,32.2,16.7,24.450000000000003,155
C14-S2,2018,1,13,2018-06-01,night1,0,30.6,22.8,26.700000000000003,152
C14-S2,2018,2,14,2018-06-02,night2,0,31.1,21.7,26.4,153
C14-S2,2018,3,15,2018-06-03,night3,10.7,28.9,22.2,25.549999999999997,154
C14-S2,2018,4,16,2018-06-04,night4,0,28.3,16.1,22.200000000000003,155
C14-S2,2019,1,17,2019-06-07,night1,11.4,28.3,22.2,25.25,158
C14-S2,2019,2,18,2019-06-08,night2,0,25.6,21.7,23.65,159
C14-S2,2019,3,19,2019-06-09,night3,10.2,28.9,21.1,25,160
C14-S2,2019,4,20,2019-06-10,night4,3.3,28.3,23.3,25.8,161
C14-S2,2020,1,21,NA,NA,NA,NA,NA,NA,NA
C14-S2,2020,2,22,NA,NA,NA,NA,NA,NA,NA
C14-S2,2020,3,23,NA,NA,NA,NA,NA,NA,NA
C14-S2,2020,4,24,NA,NA,NA,NA,NA,NA,NA
C14-S2,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C14-S2,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C14-S2,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C14-S2,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C14-S3,2015,1,1,NA,NA,NA,NA,NA,NA,NA
C14-S3,2015,2,2,NA,NA,NA,NA,NA,NA,NA
C14-S3,2015,3,3,NA,NA,NA,NA,NA,NA,NA
C14-S3,2015,4,4,NA,NA,NA,NA,NA,NA,NA
C14-S3,2016,1,5,2016-06-01,night1,0.3,26.7,20,23.35,153
C14-S3,2016,2,6,2016-06-02,night2,0,27.2,21.1,24.15,154
C14-S3,2016,3,7,2016-06-03,night3,1.3,29.4,18.9,24.15,155
C14-S3,2016,4,8,2016-06-04,night4,47.5,29.4,21.7,25.549999999999997,156
C14-S3,2017,1,9,NA,NA,NA,NA,NA,NA,NA
C14-S3,2017,2,10,NA,NA,NA,NA,NA,NA,NA
C14-S3,2017,3,11,NA,NA,NA,NA,NA,NA,NA
C14-S3,2017,4,12,NA,NA,NA,NA,NA,NA,NA
C14-S3,2018,1,13,NA,NA,NA,NA,NA,NA,NA
C14-S3,2018,2,14,NA,NA,NA,NA,NA,NA,NA
C14-S3,2018,3,15,NA,NA,NA,NA,NA,NA,NA
C14-S3,2018,4,16,NA,NA,NA,NA,NA,NA,NA
C14-S3,2019,1,17,NA,NA,NA,NA,NA,NA,NA
C14-S3,2019,2,18,NA,NA,NA,NA,NA,NA,NA
C14-S3,2019,3,19,NA,NA,NA,NA,NA,NA,NA
C14-S3,2019,4,20,NA,NA,NA,NA,NA,NA,NA
C14-S3,2020,1,21,NA,NA,NA,NA,NA,NA,NA
C14-S3,2020,2,22,NA,NA,NA,NA,NA,NA,NA
C14-S3,2020,3,23,NA,NA,NA,NA,NA,NA,NA
C14-S3,2020,4,24,NA,NA,NA,NA,NA,NA,NA
C14-S3,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C14-S3,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C14-S3,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C14-S3,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C18-S1,2015,1,1,2015-06-05,night1,0,22.2,17.8,20,156
C18-S1,2015,2,2,2015-06-06,night2,0,28.3,16.7,22.5,157
C18-S1,2015,3,3,2015-06-07,night3,0,26.7,16.7,21.7,158
C18-S1,2015,4,4,2015-06-08,night4,0,28.9,14.4,21.65,159
C18-S1,2016,1,5,2016-06-05,night1,4.3,23.9,2.2,13.049999999999999,157
C18-S1,2016,2,6,2016-06-06,night2,15.7,26.7,20,23.35,158
C18-S1,2016,3,7,2016-06-07,night3,41.1,30,20.6,25.3,159
C18-S1,2016,4,8,2016-06-08,night4,0,30,16.1,23.05,160
C18-S1,2017,1,9,2017-06-05,night1,51.3,27.8,20,23.9,156
C18-S1,2017,2,10,2017-06-06,night2,0,27.2,19.4,23.299999999999997,157
C18-S1,2017,3,11,2017-06-07,night3,2.5,22.2,14.4,18.3,158
C18-S1,2017,4,12,2017-06-08,night4,2.5,17.8,12.8,15.3,159
C18-S1,2018,1,13,NA,NA,NA,NA,NA,NA,NA
C18-S1,2018,2,14,NA,NA,NA,NA,NA,NA,NA
C18-S1,2018,3,15,NA,NA,NA,NA,NA,NA,NA
C18-S1,2018,4,16,NA,NA,NA,NA,NA,NA,NA
C18-S1,2019,1,17,2019-06-13,night1,2.5,23.9,17.8,20.85,164
C18-S1,2019,2,18,2019-06-14,night2,0,23.3,14.4,18.85,165
C18-S1,2019,3,19,2019-06-15,night3,0,25.6,11.1,18.35,166
C18-S1,2019,4,20,2019-06-16,night4,0,28.9,15.6,22.25,167
